price,title,furnishing,tenants preferred,bathroom,availability,longitude,latitude,balcony,floor,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 12,000",2 BHK House for rent in Osman Nagar 180 sqyrd,Furnished,Bachelors/Family,2,Immediately,78.2785379,17.4415837,,Ground out of 1 Floor,,,,," Osman Nagar, Hyderabad","[{'address_components': [{'long_name': 'Osman Nagar', 'short_name': 'Osman Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Medak', 'short_name': 'Medak', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Osman Nagar, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.460412, 'lng': 78.305138}, 'southwest': {'lat': 17.422635, 'lng': 78.25702609999999}}, 'location': {'lat': 17.4415837, 'lng': 78.2785379}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.460412, 'lng': 78.305138}, 'southwest': {'lat': 17.422635, 'lng': 78.25702609999999}}}, 'place_id': 'ChIJfa4QssjsyzsR0vfuTE_rPjg', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4415837, 78.2785379)"
"₹ 22,000",4 BHK House for rent in Vasantha Nagar 1600 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,78.3856699,17.495272,,Ground out of 3 Floors,,,,," Vasantha Nagar, Hyderabad","[{'address_components': [{'long_name': 'Vasanth Nagar', 'short_name': 'Vasanth Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Kukatpally', 'short_name': 'Kukatpally', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500085', 'short_name': '500085', 'types': ['postal_code']}], 'formatted_address': 'Vasanth Nagar, Kukatpally, Hyderabad, Telangana 500085, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4969586, 'lng': 78.3875022}, 'southwest': {'lat': 17.4905438, 'lng': 78.38140829999999}}, 'location': {'lat': 17.495272, 'lng': 78.3856699}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4969586, 'lng': 78.3875022}, 'southwest': {'lat': 17.4905438, 'lng': 78.38140829999999}}}, 'place_id': 'ChIJxbuEXvWRyzsRRVy3GFsFQ1Q', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.495272, 78.3856699)"
"₹ 14,000",2 BHK Builder Floor for rent in Tolichowki 1250 sqft,Unfurnished,Bachelors/Family,2,Immediately,78.4156933,17.3990023,,Ground out of 3 Floors,,,,," Tolichowki, Hyderabad","[{'address_components': [{'long_name': 'Toli Chowki', 'short_name': 'Toli Chowki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500008', 'short_name': '500008', 'types': ['postal_code']}], 'formatted_address': 'Toli Chowki, Hyderabad, Telangana 500008, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4083841, 'lng': 78.429557}, 'southwest': {'lat': 17.3834139, 'lng': 78.4000101}}, 'location': {'lat': 17.3990023, 'lng': 78.4156933}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4083841, 'lng': 78.429557}, 'southwest': {'lat': 17.3834139, 'lng': 78.4000101}}}, 'place_id': 'ChIJc44F5emWyzsR8eZ8teeTfQQ', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3990023, 78.4156933)"
"₹ 16,000",3 BHK Apartment for rent in Kompally 1560 sqft,Furnished,Bachelors,3,Immediately,78.4844811,17.5366218,1,5 out of 5 Floors,East,Main Road,,," Kompally, Hyderabad","[{'address_components': [{'long_name': 'Kompally', 'short_name': 'Kompally', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Kompally, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5657699, 'lng': 78.5061939}, 'southwest': {'lat': 17.516914, 'lng': 78.4617019}}, 'location': {'lat': 17.5366218, 'lng': 78.4844811}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5657699, 'lng': 78.5061939}, 'southwest': {'lat': 17.516914, 'lng': 78.4617019}}}, 'place_id': 'ChIJz03fml6FyzsRh08lrwLp1Gw', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.5366218, 78.4844811)"
"₹ 27,000",2 BHK House for rent in Jubilee Hills 1350 sqft,Semi-Furnished,Family,2,Immediately,17.432273864746097,78.40977478027344,1,1 out of 2 Floors,East,,,Same Premise," Jubilee Hills, Hyderabad","[{'address_components': [{'long_name': 'Jubilee Hills', 'short_name': 'Jubilee Hills', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Jubilee Hills, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4482558, 'lng': 78.429285}, 'southwest': {'lat': 17.4138705, 'lng': 78.390258}}, 'location': {'lat': 17.4325894, 'lng': 78.4070691}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4482558, 'lng': 78.429285}, 'southwest': {'lat': 17.4138705, 'lng': 78.390258}}}, 'place_id': 'ChIJE3aoYsyWyzsRSb5iI6J_Mag', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4325894, 78.4070691)"
"₹ 4,000","1 BHK Villa for rent in Ramanthapur, NH 2 2",Unfurnished,Bachelors/Family,1,Immediately,17.390663146972653,78.54049682617188,,,North,Main Road,,," Ramanthapur, NH 2 2, Hyderabad","[{'address_components': [{'long_name': 'Ramanthapur', 'short_name': 'Ramanthapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Ramanthapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.403164, 'lng': 78.558887}, 'southwest': {'lat': 17.376834, 'lng': 78.528927}}, 'location': {'lat': 17.3921964, 'lng': 78.5403524}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.403164, 'lng': 78.558887}, 'southwest': {'lat': 17.376834, 'lng': 78.528927}}}, 'partial_match': True, 'place_id': 'ChIJNXT9-iGZyzsReRytQ7Bd1e0', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3921964, 78.5403524)"
"₹ 10,000",2 BHK Apartment for rent in Defence Colony-Langar Houz 1100 sqft,Unfurnished,Bachelors,2,Immediately,17.45909309387207,78.45441436767578,1,3 out of 4 Floors,East,Main Road,,," Defence Colony-Langar Houz, Hyderabad","[{'address_components': [{'long_name': 'Defence Colony', 'short_name': 'Defence Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Langar Houz', 'short_name': 'Langar Houz', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Defence Colony, Langar Houz, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.3754859, 'lng': 78.42935000000001}, 'southwest': {'lat': 17.371034, 'lng': 78.42395599999999}}, 'location': {'lat': 17.3728229, 'lng': 78.426165}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.3754859, 'lng': 78.42935000000001}, 'southwest': {'lat': 17.371034, 'lng': 78.42395599999999}}}, 'place_id': 'ChIJ_1RlYVSWyzsRuwld7eFGcIk', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.3728229, 78.426165)"
"₹ 9,500","1 BHK House for rent in Chanda Naik Nagar, Madhapur",Unfurnished,Bachelors/Family,1,From Feb '20,78.3920437,17.4537988,1,2 out of 2 Floors,North,,,," Chanda Naik Nagar, Madhapur, Hyderabad","[{'address_components': [{'long_name': 'Chanda Naik Nagar', 'short_name': 'Chanda Naik Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Madhapur', 'short_name': 'Madhapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500081', 'short_name': '500081', 'types': ['postal_code']}], 'formatted_address': 'Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4562112, 'lng': 78.39740210000001}, 'southwest': {'lat': 17.4433, 'lng': 78.38761509999999}}, 'location': {'lat': 17.4537988, 'lng': 78.3920437}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4562112, 'lng': 78.39740210000001}, 'southwest': {'lat': 17.4433, 'lng': 78.38761509999999}}}, 'place_id': 'ChIJVWoVjGORyzsRlkKHft6n0HA', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.4537988, 78.3920437)"
"₹ 9,000",2 BHK House for rent in Telephone Colony 250 sqyrd,Unfurnished,Family,2,Immediately,17.427545547485348,78.58330535888672,,Ground out of 2 Floors,North - East,Main Road,1 Open,," Telephone Colony, Hyderabad","[{'address_components': [{'long_name': 'Telephone Colony', 'short_name': 'Telephone Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Secunderabad', 'short_name': 'SC', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500098', 'short_name': '500098', 'types': ['postal_code']}], 'formatted_address': 'Telephone Colony, Secunderabad, Telangana 500098, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4352329, 'lng': 78.608336}, 'southwest': {'lat': 17.4207129, 'lng': 78.5841459}}, 'location': {'lat': 17.4299881, 'lng': 78.5958909}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4352329, 'lng': 78.608336}, 'southwest': {'lat': 17.4207129, 'lng': 78.5841459}}}, 'place_id': 'ChIJhTbWjZueyzsREojLKis84u0', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.4299881, 78.5958909)"
"₹ 8,000",2 BHK House for rent in Bandlaguda Jagir 150 sqyrd,Unfurnished,Bachelors/Family,2,Immediately,78.3943263,17.3629719,,1 out of 1 Floor,,,,," Bandlaguda Jagir, Hyderabad","[{'address_components': [{'long_name': 'Bandlaguda Jagir', 'short_name': 'Bandlaguda Jagir', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Bandlaguda Jagir, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.372514, 'lng': 78.4111635}, 'southwest': {'lat': 17.33712, 'lng': 78.3747269}}, 'location': {'lat': 17.3629719, 'lng': 78.3943263}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.372514, 'lng': 78.4111635}, 'southwest': {'lat': 17.33712, 'lng': 78.3747269}}}, 'place_id': 'ChIJ6cgvQQuWyzsRoNI6BivZLZk', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3629719, 78.3943263)"
"₹ 25,000","4 BHK House for rent in Saket Bhusatva, Kompally 267 sqyrd",,,,,17.601153,78.47016500000001,,,,,,," Saket Bhusatva, Kompally, Hyderabad","[{'address_components': [{'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '501401', 'short_name': '501401', 'types': ['postal_code']}], 'formatted_address': 'Hyderabad, Telangana 501401, India', 'geometry': {'location': {'lat': 17.6005161, 'lng': 78.46744629999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.60186508029151, 'lng': 78.46879528029149}, 'southwest': {'lat': 17.5991671197085, 'lng': 78.46609731970848}}}, 'place_id': 'ChIJJ9a9aFqPyzsRPPoCj7VbS0M', 'plus_code': {'compound_code': 'JF28+6X Hyderabad, Telangana, India', 'global_code': '7J9WJF28+6X'}, 'types': ['establishment', 'point_of_interest']}]","(17.6005161, 78.46744629999999)"
"₹ 15,000",2 BHK House for rent in West Marredpally 120 sqyrd,Unfurnished,Bachelors/Family,1,Immediately,17.446586608886722,78.50011444091797,1,1 out of 2 Floors,North - East,Main Road,2 Open,," West Marredpally, Hyderabad","[{'address_components': [{'long_name': 'West Marredpally', 'short_name': 'West Marredpally', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Secunderabad', 'short_name': 'SC', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'West Marredpally, Secunderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4589598, 'lng': 78.5150183}, 'southwest': {'lat': 17.442409, 'lng': 78.49563200000001}}, 'location': {'lat': 17.4523906, 'lng': 78.5060029}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4589598, 'lng': 78.5150183}, 'southwest': {'lat': 17.442409, 'lng': 78.49563200000001}}}, 'place_id': 'ChIJ_w0L6ziayzsRDwt4lJxcV30', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4523906, 78.5060029)"
"₹ 16,500","1 BHK Builder Floor for rent in Financial District, Nanakram Guda",Semi-Furnished,Bachelors/Family,1,Immediately,78.341552,17.4107978,,Ground out of 2 Floors,West,,1 Covered,," Financial District, Nanakram Guda, Hyderabad","[{'address_components': [{'long_name': 'Financial District', 'short_name': 'Financial District', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Nanakramguda', 'short_name': 'Nanakramguda', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500032', 'short_name': '500032', 'types': ['postal_code']}], 'formatted_address': 'Financial District, Nanakramguda, Hyderabad, Telangana 500032, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4271809, 'lng': 78.3556}, 'southwest': {'lat': 17.4005921, 'lng': 78.3257251}}, 'location': {'lat': 17.4107978, 'lng': 78.341552}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4271809, 'lng': 78.3556}, 'southwest': {'lat': 17.4005921, 'lng': 78.3257251}}}, 'place_id': 'ChIJ2Qs--H-TyzsRBNoxJwNQx_0', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.4107978, 78.341552)"
"₹ 12,000","3 BHK House for rent in Bachupally, Outer Ring Road 2800 sqft",Semi-Furnished,Family,4,Immediately,17.5518169403076,78.3860702514648,,,East,,,," Bachupally, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Nehru Outer Ring Road', 'short_name': 'Nehru Outer Ring Rd', 'types': ['route']}, {'long_name': 'Bachupally', 'short_name': 'Bachupally', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nehru Outer Ring Rd, Bachupally, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5640252, 'lng': 78.3800021}, 'southwest': {'lat': 17.5607039, 'lng': 78.3608124}}, 'location': {'lat': 17.5612236, 'lng': 78.36979339999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.5640252, 'lng': 78.3800021}, 'southwest': {'lat': 17.5607039, 'lng': 78.3608124}}}, 'place_id': 'EjxOZWhydSBPdXRlciBSaW5nIFJkLCBCYWNodXBhbGx5LCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgnXu6E9TXXLOxH8vLSE8JTABhIUChIJzdPtU8aNyzsR4wOi8k7dQkE', 'types': ['route']}]","(17.5612236, 78.36979339999999)"
"₹ 12,000",2 BHK Apartment for rent in Bandari Layout 1080 sqft,Semi-Furnished,Bachelors/Family,2,From Mar '20,78.38472159999999,17.520385,,1 out of 5 Floors,,,,," Bandari Layout, Hyderabad","[{'address_components': [{'long_name': 'Bandari Layout', 'short_name': 'Bandari Layout', 'types': ['neighborhood', 'political']}, {'long_name': 'Vasanth Nagar Colony', 'short_name': 'Vasanth Nagar Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Nizampet', 'short_name': 'Nizampet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500090', 'short_name': '500090', 'types': ['postal_code']}], 'formatted_address': 'Bandari Layout, Vasanth Nagar Colony, Nizampet, Hyderabad, Telangana 500090, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5210217, 'lng': 78.3852871}, 'southwest': {'lat': 17.5197799, 'lng': 78.3840127}}, 'location': {'lat': 17.520385, 'lng': 78.38472159999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5217497802915, 'lng': 78.38599888029151}, 'southwest': {'lat': 17.51905181970849, 'lng': 78.3833009197085}}}, 'place_id': 'ChIJh5dDrwCOyzsRGyDJ2lBb3x8', 'types': ['neighborhood', 'political']}]","(17.520385, 78.38472159999999)"
"₹ 22,000",2 BHK Apartment for rent in Kondapur 1250 sqft,Semi-Furnished,Bachelors,2,Immediately,17.462682723999027,78.35317993164062,1,4 out of 5 Floors,East,"Main Road, Garden/Park",,," Kondapur, Hyderabad","[{'address_components': [{'long_name': 'Kondapur', 'short_name': 'Kondapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Kondapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4755133, 'lng': 78.3737101}, 'southwest': {'lat': 17.4504829, 'lng': 78.33915999999999}}, 'location': {'lat': 17.4698577, 'lng': 78.3578246}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4755133, 'lng': 78.3737101}, 'southwest': {'lat': 17.4504829, 'lng': 78.33915999999999}}}, 'place_id': 'ChIJa6NJKMmTyzsR-hJVkDTADd4', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4698577, 78.3578246)"
"₹ 18,500","2 BHK House for rent in Domalguda, Himayath Nagar, NH 7 1050 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.404983520507812,78.48649597167969,,2 out of 2 Floors,South,Main Road,,," Domalguda, Himayath Nagar, NH 7, Hyderabad","[{'address_components': [{'long_name': 'National Highway 44', 'short_name': 'NH 44', 'types': ['route']}, {'long_name': 'Domalguda', 'short_name': 'Domalguda', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Himayatnagar', 'short_name': 'Himayatnagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'NH 44, Domalguda, Himayatnagar, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4132984, 'lng': 78.47829089999999}, 'southwest': {'lat': 17.4083368, 'lng': 78.4750213}}, 'location': {'lat': 17.4121903, 'lng': 78.4775205}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4183524, 'lng': 78.4836826}, 'southwest': {'lat': 17.4060282, 'lng': 78.4713584}}}, 'place_id': 'EjtOSCA0NCwgRG9tYWxndWRhLCBIaW1heWF0bmFnYXIsIEh5ZGVyYWJhZCwgVGVsYW5nYW5hLCBJbmRpYSIuKiwKFAoSCVXiJOE8xo85EYzKi4BjhIWUEhQKEgl3KXkr5pnLOxE5kA417WnJmQ', 'types': ['route']}]","(17.4121903, 78.4775205)"
"₹ 9,500","2 BHK House for rent in New Maruthi Nagar, Kothapet 1350 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.380123138427734,78.54069519042969,2,Ground out of 2 Floors,West,Main Road,,," New Maruthi Nagar, Kothapet, Hyderabad","[{'address_components': [{'long_name': 'Road Number 2', 'short_name': 'Rd Number 2', 'types': ['route']}, {'long_name': 'Chaitanyapuri', 'short_name': 'Chaitanyapuri', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Kothapet', 'short_name': 'Kothapet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500060', 'short_name': '500060', 'types': ['postal_code']}], 'formatted_address': 'Rd Number 2, Chaitanyapuri, Kothapet, Hyderabad, Telangana 500060, India', 'geometry': {'bounds': {'northeast': {'lat': 17.3807974, 'lng': 78.5387555}, 'southwest': {'lat': 17.3745338, 'lng': 78.5380455}}, 'location': {'lat': 17.3775702, 'lng': 78.5384402}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.3807974, 'lng': 78.5397494802915}, 'southwest': {'lat': 17.3745338, 'lng': 78.5370515197085}}}, 'place_id': 'ChIJHaIrj-aYyzsRSTIeZqGaBZ4', 'types': ['route']}, {'address_components': [{'long_name': 'New Maruthi Nagar', 'short_name': 'New Maruthi Nagar', 'types': ['neighborhood', 'political']}, {'long_name': 'Kothapet', 'short_name': 'Kothapet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500060', 'short_name': '500060', 'types': ['postal_code']}], 'formatted_address': 'New Maruthi Nagar, Kothapet, Hyderabad, Telangana 500060, India', 'geometry': {'bounds': {'northeast': {'lat': 17.3782967, 'lng': 78.5446718}, 'southwest': {'lat': 17.3765381, 'lng': 78.5428135}}, 'location': {'lat': 17.377101, 'lng': 78.5437251}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.3787663802915, 'lng': 78.54509163029151}, 'southwest': {'lat': 17.3760684197085, 'lng': 78.54239366970849}}}, 'place_id': 'ChIJbRemjN2YyzsRDmM_XuPC_3s', 'types': ['neighborhood', 'political']}]","(17.377101, 78.5437251)"
