price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,facing,availability,car parking,balcony,owner resides,overlooking
"₹ 10,000",2 BHK House for rent in Thiruverkkadu 800 sqft,,,,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
₹ 1.8 Lac,4 BHK Builder Floor for rent in Madras Boat Club Road 4000 sqft,,,2 out of 3 Floors,Furnished,Bachelors,5,South,Immediately,3 Covered,4,,"Garden/Park, Main Road"
₹ 1.4 Lac,"4 BHK Builder Floor for rent in Adyar, Sardar Patel Road 3100 sqft",,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,4,South,Immediately,2 Covered,1,,Garden/Park
₹ 2 Lac,5 BHK House for rent in Alwarpet 4800 sqft,,,Ground out of 1 Floor,Semi-Furnished,Bachelors,5,North,Immediately,4 Covered,2,,Main Road
"₹ 22,000",1 BHK Apartment for rent in Kilpauk,13.0774507522583,80.2466049194336,1 out of 4 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 13,000",2 BHK Apartment for rent in Perumbakkam 810 sqft,,,2 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,1 Covered,,,
"₹ 12,000","2 BHK Apartment for rent in Santhosapuram, Medavakkam 900 sqft",,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,West,Immediately,4 Covered,1,,Main Road
"₹ 30,000","3 BHK Apartment for rent in Olympia Opaline Sequel, Navalur 1800 sqft",12.852055,80.229872,,,,,,,,,,
"₹ 8,500","1 BHK Apartment for rent in Peravallur, Perambur",,,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 12,500",2 BHK Builder Floor for rent in Kottivakkam 950 sqft,12.967118263244629,80.25931549072266,1 out of 3 Floors,Semi-Furnished,Bachelors,2,East,Immediately,"1 Covered, 1 Open",2,,"Garden/Park, Pool, Main Road"
"₹ 20,000","2 BHK Apartment for rent in Okkiyam Thuraipakkam, E Coast Road 900 sqft",12.938127517700195,80.23991394042969,1 out of 4 Floors,Semi-Furnished,Bachelors,2,East,Immediately,1 Covered,1,,Main Road
"₹ 26,000",3 BHK Apartment for rent in Velachery 1400 sqft,13.047353744506836,80.229736328125,3 out of 9 Floors,Semi-Furnished,Bachelors,3,East,Immediately,"1 Covered, 1 Open",,,Main Road
₹ 2 Lac,4 BHK Builder Floor for rent in Madras Boat Club Road 4000 sqft,,,2 out of 3 Floors,Furnished,Bachelors,5,North,Immediately,3 Covered,3,,"Garden/Park, Main Road"
"₹ 7,500","1 BHK House for rent in Mogappair East, Ambattur Estate Road",,,,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 15,000",2 BHK Builder Floor for rent in Thoraipakkam 1050 sqft,12.953842163085938,80.23625183105469,2 out of 5 Floors,Unfurnished,Bachelors,2,North,Immediately,,2,,Main Road
"₹ 15,000","2 BHK House for rent in KarthikeyaPuram, Madipakkam 1100 sqft",,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 11,000","2 BHK Apartment for rent in Omshakthy Kanopus, Avadi 1000 sqft",13.1000227186781,80.118889,,,,,,,,,,
"₹ 15,000",2 BHK Apartment for rent in Royapettah 700 sqft,,,Ground out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 8,000","1 BHK Builder Floor for rent in Villivakkam, Jawaharlal Nehru Road",,,2 out of 2 Floors,Semi-Furnished,Bachelors,2,East,Immediately,,1,,Main Road
"₹ 16,000",2 BHK Apartment for rent in Velachery,12.97907829284668,80.21918487548828,2 out of 4 Floors,Semi-Furnished,Bachelors,2,,Immediately,,2,,
"₹ 46,000","3 BHK Apartment for rent in Prince Highlands, Iyyappanthangal 1700 sqft",13.037887,80.137174,,,,,,,,,,
"₹ 90,000",3 BHK Builder Floor for rent in Alwarpet 2100 sqft,,,2 out of 2 Floors,Semi-Furnished,Bachelors,4,East,Immediately,2 Covered,2,,Main Road
"₹ 12,000",2 BHK Builder Floor for rent in Kolathur 900 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,1,,
"₹ 42,000",2 BHK Apartment for rent in Anna Nagar 1520 sqft,13.088595390319824,80.2098617553711,1 out of 4 Floors,Furnished,Bachelors,2,North,Immediately,,2,,Main Road
"₹ 8,000",2 BHK Apartment for rent in Gandhi Nagar-Korattur,13.115182876586914,80.18394470214844,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,1,,Main Road
"₹ 10,000",2 BHK Apartment for rent in Balaji Nagar-Tambaram 950 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,6 Covered,1,,
"₹ 10,000",Studio Apartment for rent in Nanganallur,,,1 out of 1 Floor,Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 18,000","2 BHK Builder Floor for rent in Villivakkam, Jawaharlal Nehru Road 1054 sqft",13.1095457077026,80.2051620483398,1 out of 2 Floors,Unfurnished,Family,3,East,Immediately,1 Covered,1,,
"₹ 28,000","3 BHK Apartment for rent in Arihant Majestic Tower, Koyambedu 1434 sqft",13.0713182607811,80.2026452061096,,,,,,,,,,
"₹ 9,500",2 BHK House for rent in Nanmangalam 1000 sqft,,,1 out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 29,500","2 BHK Apartment for rent in Citadel, Ayappakkam 1200 sqft",13.0829483,80.174491,,,,,,,,,,
"₹ 20,500","3 BHK Apartment for rent in Mogappair East, Ambattur Estate Road 1210 sqft",,,2 out of 2 Floors,Unfurnished,Bachelors,2,South,Immediately,,1,,Main Road
"₹ 12,000",2 BHK House for rent in Mudichur 2300 sqft,12.911314010620117,80.07550811767578,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,West,Immediately,,1,,
"₹ 11,000",3 BHK House for rent in Mambakkam 1200 sqft,,,,Semi-Furnished,Bachelors/Family,3,,Immediately,1 Covered,,,
"₹ 23,000","2 BHK Builder Floor for rent in Gandhi Nagar Adyar, Adyar 855 sqft",,,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,,2,,Garden/Park
"₹ 25,000",2 BHK Apartment for rent in Kilpauk 1100 sqft,,,3 out of 5 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Open,1,,
₹ 1.3 Lac,5 BHK Villa for rent in Kotturpuram 3500 sqft,80.23853302001953,13.016844749450684,,Unfurnished,Bachelors/Family,4,South,Immediately,,1,,"Main Road, Garden/Park"
"₹ 15,000",3 BHK Apartment for rent in Siruseri 2500 sqft,13.082679748535156,80.27072143554688,10 out of 13 Floors,Semi-Furnished,Family,3,North,Immediately,1 Covered,1,,Pool
"₹ 15,500",2 BHK Builder Floor for rent in Mambalam 850 sqft,13.03787612915039,80.22445678710938,1 out of 1 Floor,Unfurnished,Bachelors/Family,2,East,Immediately,,,Same Premise,
₹ 1 Lac,4 BHK Apartment for rent in Thiruvanmiyur 2000 sqft,80.26066589355469,12.983258247375488,4 out of 4 Floors,Furnished,Bachelors/Family,4,,Immediately,,2,,Garden/Park
"₹ 7,000","2 BHK House for rent in Velappanchavadi, Poonamalle, PH Road 900 sqft",,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,East,Immediately,1 Open,,,
"₹ 75,000","3 BHK Apartment for rent in Karpagam Garden, Adyar 2500 sqft",,,2 out of 3 Floors,Semi-Furnished,Family,3,East,From Mar '20,2 Covered,2,,Main Road
"₹ 40,000",3 BHK House for rent in Nungambakkam 125 sqft,13.061073303222656,80.24298858642578,2 out of 2 Floors,Semi-Furnished,Bachelors,3,,Immediately,,,,Main Road
"₹ 15,000","3 BHK Apartment for rent in Urapakkam, Vandalur R.F, GST Road 1405 sqft",,,2 out of 11 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,2,,
"₹ 15,000",2 BHK House for rent in police lain road 900 sqft,,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 16,000",2 BHK House for rent in Current location 940 sqft,13.100687026977539,80.28102111816406,2 out of 3 Floors,Semi-Furnished,Bachelors,2,,Immediately,,1,,Main Road
"₹ 20,000","2 BHK Apartment for rent in Ashok Nagar, Jawaharlal Nehru Road 800 sqft",,,2 out of 10 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 10,500","2 BHK House for rent in Nolambur, Ambattur, Chennai Bypass Road 950 sqft",,,,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 50,000","3 BHK Apartment for rent in Chaitanya Nest, Alwarpet 1500 sqft",13.032589137459,80.2443099088954,,,,,,,,,,
"₹ 23,000","3 BHK Apartment for rent in Lancor Abode Valley, Potheri, Kattankulathur 1125 sqft",12.817382,80.040285,,,,,,,,,,
₹ 10 Lac,2 BHK House for rent in Kolathur 1200 sqft,13.124099731445312,80.21339416503906,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 14,000",3 BHK Apartment for rent in Medavakkam 1200 sqft,,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,From Mar '20,,,,
"₹ 11,000","2 BHK House for rent in Tambaram, GST Road 750 sqft",12.635848999023438,79.93355560302734,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,,,,Main Road
"₹ 23,000","2 BHK Apartment for rent in Prestige Bella Vista, Iyyappanthangal 1340 sqft",13.039969,80.131572,,,,,,,,,,
"₹ 45,000","4 BHK Apartment for rent in Prestige Bella Vista, Iyyappanthangal 2277 sqft",13.039969,80.131572,,,,,,,,,,
"₹ 7,500",1 BHK House for rent in Santhoshapuram,,,1 out of 1 Floor,Unfurnished,Bachelors/Family,1,,Immediately,,1,,
"₹ 14,500","2 BHK House for rent in Swaminathan Nagar, Kottivakkam, E Coast Road 1200 sqft",,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 8,000",2 BHK Villa for rent in Ambattur 850 sqft,,,,Unfurnished,Bachelors/Family,1,,Immediately,,,,
₹ 1.5 Lac,5 BHK House for rent in Injambakkam 5000 sqft,12.91539478302002,80.25042724609375,1 out of 2 Floors,Semi-Furnished,Family,4,West,Immediately,"2 Covered, 1 Open",2,,"Garden/Park, Pool, Main Road"
"₹ 15,000","2 BHK Apartment for rent in Potheri, Kattankulathur 1089 sqft",,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,3,,
"₹ 50,000","3 BHK Apartment for rent in Harrington Court, Nungambakkam 2500 sqft",13.0700778937338,80.240801733371,,,,,,,,,,
"₹ 18,000","2 BHK Builder Floor for rent in DOSHI SYMPHONY, Velachery 900 sqft",12.95990661,80.21455783,,,,,,,,,,
"₹ 55,000","3 BHK Apartment for rent in Appaswamy Trellis, Vadapalani 1900 sqft",13.050149,80.211256,,,,,,,,,,
"₹ 30,000",2 BHK House for rent in AGS Colony-Velachery 1251 sqft,12.975553512573242,80.20771026611328,4 out of 6 Floors,Semi-Furnished,Bachelors,2,South -West,Immediately,1 Covered,2,,Main Road
"₹ 10,000","1 BHK Builder Floor for rent in Kottur, Redhills",,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 10,000",2 BHK Apartment for rent in Old Mahabalipuram Road 612 sqft,,,6 out of 13 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,2,,
"₹ 50,000",3 BHK House for rent in Anna Nagar West 1500 sqft,13.061527252197266,80.19325256347656,1 out of 1 Floor,Semi-Furnished,Bachelors,3,North,Immediately,"1 Covered, 1 Open",1,,"Garden/Park, Main Road"
"₹ 13,500","2 BHK House for rent in Puzhuthivakkam, Madipakkam 920 sqft",,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 25,000",2 BHK House for rent in Mogappair West 2100 sqft,,,1 out of 2 Floors,Unfurnished,Family,2,North,Immediately,"1 Covered, 4 Open",2,Same Premise,Garden/Park
"₹ 19,000",3 BHK Apartment for rent in BHEL Nagar-Medavakkam 1332 sqft,12.92454719543457,80.18394470214844,2 out of 2 Floors,Unfurnished,Bachelors/Family,3,East,From Mar '20,,2,,"Garden/Park, Main Road"
"₹ 16,000","2 BHK Apartment for rent in Chinmaya Nagar, Sri Iyappa Nagar 1150 sqft",,,3 out of 3 Floors,Semi-Furnished,Family,2,,Immediately,1 Open,2,,
"₹ 15,000","2 BHK Builder Floor for rent in Baby Nagar Extention, Velachery 1000 sqft",13.049220085144043,80.22977447509766,1 out of 2 Floors,Semi-Furnished,Bachelors,2,East,Immediately,1 Covered,1,,Main Road
"₹ 55,000","3 BHK Apartment for rent in The Metrozone, Anna Nagar 2062 sqft",13.082507,80.194759,,,,,,,,,,
"₹ 10,000","2 BHK Builder Floor for rent in Perungalathur, Chennai Bypass Road 925 sqft",,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,,,
"₹ 13,000","3 BHK Villa for rent in Chromepet, GST Road 1500 sqft",12.940553890968294,80.17252932195663,,Unfurnished,Bachelors/Family,3,North - East,Immediately,1 Covered,1,,
"₹ 6,500","2 BHK House for rent in Veppampattu, Chennai-Tiruttani Highway 720 sqft",,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 50,000",3 BHK Builder Floor for rent in Mylapore 1200 sqft,,,1 out of 2 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 7,400",1 BHK Builder Floor for rent in Porur,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 25,000",3 BHK Builder Floor for rent in Sholinganallur 1495 sqft,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 30,000","3 BHK Apartment for rent in Leo Taurus, Perungudi 1880 sqft",12.956707,80.2401227,,,,,,,,,,
"₹ 17,000",2 BHK Builder Floor for rent in Perungudi 950 sqft,,,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,North,From Mar '20,4 Covered,,,Main Road
"₹ 20,000",3 BHK Apartment for rent in Mogappair West 1352 sqft,13.083301544189453,80.16834259033203,1 out of 3 Floors,Semi-Furnished,Bachelors,3,South,Immediately,,,,"Garden/Park, Main Road"
"₹ 15,000",2 BHK Builder Floor for rent in New Perungalathur 1200 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors,2,West,Immediately,,3,,Main Road
"₹ 22,000",3 BHK Apartment for rent in AGS Colony-Velachery 1350 sqft,12.9754133224487,80.2093353271484,1 out of 4 Floors,Semi-Furnished,Family,2,,Immediately,1 Open,1,,Garden/Park
"₹ 12,000",3 BHK Builder Floor for rent in Poonamalle 1000 sqft,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,1 Covered,,,
"₹ 16,000","3 BHK Apartment for rent in Potheri, Kattankulathur 1325 sqft",,,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 25,000",2 BHK Apartment for rent in Saligramam 1020 sqft,,,12 out of 17 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,1 Open,1,,Main Road
"₹ 14,000","3 BHK Apartment for rent in Perungalathur, Chennai Bypass Road 1400 sqft",12.895613670349121,80.0759506225586,1 out of 3 Floors,Semi-Furnished,Bachelors,2,South,Immediately,,1,,Main Road
"₹ 35,000",3 BHK Apartment for rent in Semmancheri 1650 sqft,,,6 out of 29 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 9,000",1 BHK Builder Floor for rent in Velachery,13.060461044311523,80.23857879638672,1 out of 2 Floors,Unfurnished,Bachelors,1,North,Immediately,,1,,"Garden/Park, Pool, Main Road"
"₹ 7,000","1 BHK House for rent in Villivakkam, Jawaharlal Nehru Road",,,2 out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,1,,
"₹ 13,000",3 BHK Apartment for rent in Mambakkam 1575 sqft,,,10 out of 15 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 8,400",2 BHK Apartment for rent in Sembakkam 900 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 30,000","Apartment for rent in Arihant Esta, Mogappair, Chennai Bypass Road",13.0793808634448,80.1806207543111,,,,,,,,,,
"₹ 20,000","2 BHK Apartment for rent in Avvai Nagar, Thiruvanmiyur 850 sqft",,,1 out of 2 Floors,Furnished,Bachelors/Family,2,East,Immediately,,1,,
"₹ 16,000","3 BHK Apartment for rent in Sri Kalikambal Castle, Periyar Nagar Korattur, Korattur 1040 sqft",13.109966999331,80.1802383014346,,,,,,,,,,
"₹ 9,000",2 BHK Apartment for rent in Ambattur 850 sqft,13.118826866149902,80.14679718017578,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 10,000",2 BHK Apartment for rent in Madhavaram Milk Colony 1800 sqft,13.162476539611816,80.24371337890625,Ground out of 3 Floors,Unfurnished,Bachelors/Family,2,South - East,Immediately,,,,Main Road
"₹ 10,500",2 BHK House for rent in Nanmangalam 1200 sqft,12.942774772644043,80.18083190917969,Ground out of 1 Floor,Unfurnished,Family,2,East,Immediately,1 Covered,1,,Main Road
"₹ 15,000",2 BHK Apartment for rent in Virugambakkam 900 sqft,13.07111930847168,80.20751953125,2 out of 3 Floors,Unfurnished,Bachelors,2,South,Immediately,,,,Main Road
"₹ 12,500","2 BHK Builder Floor for rent in Moulivakkam, Moulivakkam 900 sqft",,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 7,500","1 BHK Apartment for rent in Urapakkam, Vandalur R.F, GST Road",,,3 out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 10,000",2 BHK Villa for rent in Mannivakkam 650 sqft,,,,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 17,000",1 BHK Builder Floor for rent in Nungambakkam,,,Ground out of 2 Floors,Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 26,000",2 BHK Apartment for rent in KK Nagar 1250 sqft,13.066150665283203,80.21775817871094,3 out of 13 Floors,Unfurnished,Bachelors,2,North,Immediately,"1 Covered, 1 Open",1,,"Garden/Park, Pool, Main Road"
"₹ 15,000",2 BHK Builder Floor for rent in Lakshmi Nagar-Velachery 1000 sqft,13.049220085144043,80.22977447509766,1 out of 2 Floors,Unfurnished,Bachelors,2,East,Immediately,1 Covered,1,,Main Road
"₹ 8,000","1 BHK House for rent in Okkiyam Thuraipakkam, E Coast Road",,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,,1,,
"₹ 13,000","2 BHK House for rent in Mangala Nagar, Iyyappanthangal 1200 sqft",,,,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,,,
"₹ 18,000",2 BHK Builder Floor for rent in AGS Colony-Velachery 850 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,North,Immediately,1 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 9,000",2 BHK House for rent in Puthagaram 900 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors,2,South,Immediately,,,,
"₹ 20,000",3 BHK Builder Floor for rent in Ashtalakshmi Nagar-Velachery 1700 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,1 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 10,000","2 BHK Apartment for rent in Annamalai Nagar, Tiruvottiyur 800 sqft",13.16956901550293,80.29850006103516,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 9,000","2 BHK Apartment for rent in Vatsa, Kattupakkam, PH Road 965 sqft",13.039163,80.1258548794999,,,,,,,,,,
"₹ 7,500",2 BHK House for rent in Nanmangalam 500 sqft,12.936891555786133,80.17418670654297,1 out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 14,000",2 BHK House for rent in Medavakkam 1000 sqft,12.918147087097168,80.19001007080078,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 8,000",2 BHK Builder Floor for rent in Selaiyur 900 sqft,,,3 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 10,000",2 BHK House for rent in Iyyappanthangal 750 sqft,13.034272699047243,80.12949940273276,1 out of 2 Floors,Unfurnished,Bachelors/Family,1,East,Immediately,2 Covered,,,
"₹ 20,000",2 BHK Builder Floor for rent in AGS Colony-Velachery 1300 sqft,13.060357093811035,80.24050903320312,1 out of 1 Floor,Semi-Furnished,Bachelors,2,East,Immediately,1 Covered,1,,Main Road
"₹ 9,000","1 BHK House for rent in Palavakkam, E Coast Road",12.96163272857666,80.2542953491211,Ground out of 3 Floors,Unfurnished,Family,1,North,Immediately,,,,Main Road
"₹ 15,000",2 BHK Builder Floor for rent in Nanmangalam 836 sqft,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 23,000","3 BHK Apartment for rent in Purva Swanlake, Padur, Old Mahabalipuram Road 1780 sqft",12.792342,80.223683,,,,,,,,,,
₹ 1 Lac,3 BHK Apartment for rent in Sterling Road 2085 sqft,,,8 out of 8 Floors,Furnished,Family,4,,Immediately,2 Covered,1,,"Garden/Park, Main Road"
"₹ 10,000","2 BHK Builder Floor for rent in Ganesh Circle, Periyar Nagar Madipakkam 880 sqft",12.9585364,80.1981515,,,,,,,,,,
"₹ 10,500","2 BHK Builder Floor for rent in Ramapuram, PH Road 750 sqft",,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,East,Immediately,,,,Main Road
"₹ 20,000","3 BHK Apartment for rent in Akshaya The Belvedere, Urapakkam, Vandalur R.F, GST Road 1451 sqft",12.855795,80.066411,,,,,,,,,,
"₹ 12,500",1 BHK Builder Floor for rent in Velachery,12.97907829284668,80.21918487548828,2 out of 4 Floors,Unfurnished,Bachelors,1,East,Immediately,,1,,"Pool, Garden/Park, Main Road"
"₹ 9,000",2 BHK House for rent in Madipakkam 750 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 7,000",1 BHK House for rent in ErrorAn error occurred while processing your request.Reference&,,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 10,000","1 BHK Apartment for rent in Chromepet, GST Road",,,2 out of 3 Floors,Unfurnished,Bachelors,1,East,Immediately,,,,Main Road
"₹ 11,000","3 BHK Apartment for rent in Provident Cosmo City, Siruseri 1062 sqft",12.808648,80.196444,,,,,,,,,,
₹ 2 Lac,"5 BHK House for rent in R.A Puram, Mandaiveli 5000 sqft",13.028236389160156,80.258544921875,Ground out of 3 Floors,Unfurnished,Bachelors/Family,5,East,Immediately,,2,,
"₹ 13,500",2 BHK House for rent in Maraimalai Nagar 1000 sqft,,,,Semi-Furnished,Bachelors/Family,2,,Immediately,,2,,
"₹ 12,000",2 BHK House for rent in Vadapalani 750 sqft,,,Ground out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 25,000","4 BHK Apartment for rent in Alaka Palazzo, Poonamalle 2550 sqft",13.0476997302332,80.1208995785317,,,,,,,,,,
